review,rating,date,bank,source,sentiment_result,sentiment_label,sentiment_score,clean_review,themes
Good,5,2024-08-30,BOA,Google Play,"{'label': 'POSITIVE', 'score': 0.9998161196708679}",POSITIVE,0.9998161196708679,good,Other
Apollo's,1,2024-08-29,BOA,Google Play,"{'label': 'POSITIVE', 'score': 0.9974138736724854}",POSITIVE,0.9974138736724854,apollo,Other
The worst experience ever,1,2024-08-29,BOA,Google Play,"{'label': 'NEGATIVE', 'score': 0.999792754650116}",NEGATIVE,0.999792754650116,bad experience,Other
Hussenaliumar,5,2024-08-29,BOA,Google Play,"{'label': 'NEGATIVE', 'score': 0.6654528975486755}",NEGATIVE,0.6654528975486755,hussenaliumar,Other
Good,3,2024-08-28,BOA,Google Play,"{'label': 'POSITIVE', 'score': 0.9998161196708679}",POSITIVE,0.9998161196708679,good,Other
Hi I have problem with this App BOA mobile I don't know what is wrong with this App I did many times download but it's sam doesn't work if sam like that this app way I have to be customer with them how I know my account and checking save The book is no Not enough alone,1,2024-08-28,BOA,Google Play,"{'label': 'NEGATIVE', 'score': 0.999367892742157}",NEGATIVE,0.999367892742157,hi problem app boa mobile not know wrong app time download sam not work sam like app way customer know account check save book,Other
It is not work for my device,5,2024-08-27,BOA,Google Play,"{'label': 'NEGATIVE', 'score': 0.9997636675834656}",NEGATIVE,0.9997636675834656,work device,Other
"I'm Sick and tiered of enabling and disabling Developer Option Everytime I use this app. maybe you know it maybe you dont, fix it please it's anoying",1,2024-08-26,BOA,Google Play,"{'label': 'NEGATIVE', 'score': 0.9990233182907104}",NEGATIVE,0.9990233182907104,m sick tiere enable disable developer option everytime use app maybe know maybe not fix anoying,Other
The worst app ever,1,2024-08-26,BOA,Google Play,"{'label': 'NEGATIVE', 'score': 0.9997934699058533}",NEGATIVE,0.9997934699058533,bad app,Other
Good,5,2024-08-26,BOA,Google Play,"{'label': 'POSITIVE', 'score': 0.9998161196708679}",POSITIVE,0.9998161196708679,good,Other
Betanya Gebre,3,2024-08-23,BOA,Google Play,"{'label': 'POSITIVE', 'score': 0.8911885619163513}",POSITIVE,0.8911885619163513,betanya gebre,Other
I dont recommand it to any one,1,2024-08-23,BOA,Google Play,"{'label': 'NEGATIVE', 'score': 0.9855504035949707}",NEGATIVE,0.9855504035949707,not recommand,Other
Good,5,2024-08-22,BOA,Google Play,"{'label': 'POSITIVE', 'score': 0.9998161196708679}",POSITIVE,0.9998161196708679,good,Other
Excellent app,5,2024-08-21,BOA,Google Play,"{'label': 'POSITIVE', 'score': 0.9998356103897095}",POSITIVE,0.9998356103897095,excellent app,Other
"The application used to work well. But after updates I'm not able to use the forgot password feature, which is blocking me from accessing it as a whole.",1,2024-08-20,BOA,Google Play,"{'label': 'NEGATIVE', 'score': 0.9988825917243958}",NEGATIVE,0.9988825917243958,application work update m able use forgot password feature block access,"Login Issues, Feature Request"
ትርሃስ,5,2024-08-19,BOA,Google Play,"{'label': 'NEGATIVE', 'score': 0.6970566511154175}",NEGATIVE,0.6970566511154175,,Other
Gio,4,2024-08-19,BOA,Google Play,"{'label': 'POSITIVE', 'score': 0.9969680905342102}",POSITIVE,0.9969680905342102,gio,Other
App isn't working,1,2024-08-18,BOA,Google Play,"{'label': 'NEGATIVE', 'score': 0.9995692372322083}",NEGATIVE,0.9995692372322083,app not work,Other
Best app,5,2024-08-18,BOA,Google Play,"{'label': 'POSITIVE', 'score': 0.999686598777771}",POSITIVE,0.999686598777771,good app,Other
so far good but always it lugs,3,2024-08-17,BOA,Google Play,"{'label': 'NEGATIVE', 'score': 0.982947051525116}",NEGATIVE,0.982947051525116,far good lug,Other
Don't trust this bank and its service.,1,2024-08-16,BOA,Google Play,"{'label': 'NEGATIVE', 'score': 0.9996311664581299}",NEGATIVE,0.9996311664581299,not trust bank service,Other
"I can not open and use the application,please help me!",5,2024-08-15,BOA,Google Play,"{'label': 'NEGATIVE', 'score': 0.9995014667510986}",NEGATIVE,0.9995014667510986,open use applicationplease help,Customer Support
Horrible,1,2024-08-14,BOA,Google Play,"{'label': 'NEGATIVE', 'score': 0.9997841715812683}",NEGATIVE,0.9997841715812683,horrible,Other
Mostly not working 😑,1,2024-08-14,BOA,Google Play,"{'label': 'NEGATIVE', 'score': 0.9995824694633484}",NEGATIVE,0.9995824694633484,work,Other
Good,5,2024-08-13,BOA,Google Play,"{'label': 'POSITIVE', 'score': 0.9998161196708679}",POSITIVE,0.9998161196708679,good,Other
Awesome 👌,5,2024-08-12,BOA,Google Play,"{'label': 'POSITIVE', 'score': 0.9998607635498047}",POSITIVE,0.9998607635498047,awesome,Other
"Despite the enhanced technology you have, the application doesn't work properly, and it asks for the developer option to be turned off, fix that.",3,2024-08-12,BOA,Google Play,"{'label': 'NEGATIVE', 'score': 0.9997915625572205}",NEGATIVE,0.9997915625572205,despite enhance technology application not work properly ask developer option turn fix,Other
Thank you,3,2024-08-12,BOA,Google Play,"{'label': 'POSITIVE', 'score': 0.9998352527618408}",POSITIVE,0.9998352527618408,thank,Other
Very poor app b/c highly slow to open the app,1,2024-08-12,BOA,Google Play,"{'label': 'NEGATIVE', 'score': 0.9998080134391785}",NEGATIVE,0.9998080134391785,poor app bc highly slow open app,Performance
Ok,5,2024-08-12,BOA,Google Play,"{'label': 'POSITIVE', 'score': 0.9997851252555847}",POSITIVE,0.9997851252555847,ok,Other
best,1,2024-08-11,BOA,Google Play,"{'label': 'POSITIVE', 'score': 0.9997941851615906}",POSITIVE,0.9997941851615906,well,Other
Best app,5,2024-08-11,BOA,Google Play,"{'label': 'POSITIVE', 'score': 0.999686598777771}",POSITIVE,0.999686598777771,good app,Other
Wedi Tekle .,5,2024-08-11,BOA,Google Play,"{'label': 'NEGATIVE', 'score': 0.84212726354599}",NEGATIVE,0.84212726354599,wedi tekle,Other
Bad app📱👎👎👎,1,2024-08-11,BOA,Google Play,"{'label': 'NEGATIVE', 'score': 0.9997676014900208}",NEGATIVE,0.9997676014900208,bad app,Other
Dura nan fayyadaman ture amma garuu naaf hojjechaa hin jiru maaf?,5,2024-08-11,BOA,Google Play,"{'label': 'NEGATIVE', 'score': 0.9956488013267517}",NEGATIVE,0.9956488013267517,dura nan fayyadaman ture amma garuu naaf hojjechaa hin jiru maaf,Other
Nice appp,5,2024-08-11,BOA,Google Play,"{'label': 'POSITIVE', 'score': 0.9997910857200623}",POSITIVE,0.9997910857200623,nice appp,Other
ሰላም አቢሲኒያዎች የሞባይል ባንኪንጋችሁ ተጠቃሚ ነኝ አገልግሎቱን ስላስጀመራችሁለን እናመሰግናለን። ነገር ግን አለፎ አልፎ የነበረው የማስፈንጠሪያው በአግባቡ አለመስራት አልፎ አልፎ ወደመስራት ተቀይሯል ድሮ እንደነበራችሁ እናውቃለን ዘንድሮም ብትኖሩልን እንመርጣለን *ከዘመን አንጉደል*,3,2024-08-10,BOA,Google Play,"{'label': 'NEGATIVE', 'score': 0.952187716960907}",NEGATIVE,0.952187716960907,,Other
Gooood app my dear,5,2024-08-09,BOA,Google Play,"{'label': 'NEGATIVE', 'score': 0.9005936980247498}",NEGATIVE,0.9005936980247498,gooood app dear,Other
Harun tamam galanaa,3,2024-08-09,BOA,Google Play,"{'label': 'NEGATIVE', 'score': 0.9410595893859863}",NEGATIVE,0.9410595893859863,harun tamam galanaa,Other
"A total disaster of an app. Always offline, never works, it's embarassing. I've lost hope and taken my business to a competitor",1,2024-08-08,BOA,Google Play,"{'label': 'NEGATIVE', 'score': 0.9998038411140442}",NEGATIVE,0.9998038411140442,total disaster app offline work embarassing ve lose hope take business competitor,Other
Gamebela,1,2024-08-08,BOA,Google Play,"{'label': 'POSITIVE', 'score': 0.8994185328483582}",POSITIVE,0.8994185328483582,gamebela,Other
so poor app to use can't start up when open the app,1,2024-08-08,BOA,Google Play,"{'label': 'NEGATIVE', 'score': 0.9997444748878479}",NEGATIVE,0.9997444748878479,poor app use not start open app,Other
"This app takes too long time to be opened. And even it is not working simply as other banks application. Why this app does not give a digital invoice. Even, I am not able to find where the screeshot is kept after transaction. So, please the developer should fix all these.",1,2024-08-07,BOA,Google Play,"{'label': 'NEGATIVE', 'score': 0.9987001419067383}",NEGATIVE,0.9987001419067383,app take long time open work simply bank application app digital invoice able find screeshot keep transaction developer fix,Other
Good job,5,2024-08-07,BOA,Google Play,"{'label': 'POSITIVE', 'score': 0.999835729598999}",POSITIVE,0.999835729598999,good job,Other
"Worst app ever, not user friendly, even doesn't serve basic functionality correctly, takes to much time to login and navigate through the app, we expected more from this bank",1,2024-08-07,BOA,Google Play,"{'label': 'NEGATIVE', 'score': 0.9998094439506531}",NEGATIVE,0.9998094439506531,bad app user friendly not serve basic functionality correctly take time login navigate app expect bank,Login Issues
good,3,2024-08-07,BOA,Google Play,"{'label': 'POSITIVE', 'score': 0.9998161196708679}",POSITIVE,0.9998161196708679,good,Other
Good,5,2024-08-07,BOA,Google Play,"{'label': 'POSITIVE', 'score': 0.9998161196708679}",POSITIVE,0.9998161196708679,good,Other
Bad app .,1,2024-08-06,BOA,Google Play,"{'label': 'NEGATIVE', 'score': 0.9997915625572205}",NEGATIVE,0.9997915625572205,bad app,Other
"I mean how could a big financial company like this, be this much irresponsible to release this app? You should be ashamed!",1,2024-08-06,BOA,Google Play,"{'label': 'NEGATIVE', 'score': 0.9994394183158875}",NEGATIVE,0.9994394183158875,mean big financial company like irresponsible release app ashamed,Other
Review,5,2024-08-06,BOA,Google Play,"{'label': 'POSITIVE', 'score': 0.9946893453598022}",POSITIVE,0.9946893453598022,review,Other
Goood,4,2024-08-06,BOA,Google Play,"{'label': 'NEGATIVE', 'score': 0.9943867921829224}",NEGATIVE,0.9943867921829224,goood,Other
Ok,5,2024-08-06,BOA,Google Play,"{'label': 'POSITIVE', 'score': 0.9997851252555847}",POSITIVE,0.9997851252555847,ok,Other
👎👎👎👎👎👎👎👎👎,1,2024-08-05,BOA,Google Play,"{'label': 'NEGATIVE', 'score': 0.6970566511154175}",NEGATIVE,0.6970566511154175,,Other
Is it necessary to switch off developer options every time to use mobile banking?🤔🤔😡😡😡,1,2024-08-04,BOA,Google Play,"{'label': 'NEGATIVE', 'score': 0.99793541431427}",NEGATIVE,0.99793541431427,necessary switch developer option time use mobile banking,Other
The previous version is better it doesn't work,1,2024-08-04,BOA,Google Play,"{'label': 'NEGATIVE', 'score': 0.9997755885124207}",NEGATIVE,0.9997755885124207,previous version well not work,Other
"I don't know what is wrong with BOA as a bank in general. It's been going backwards since last year or so. The app is a disaster to use in every possible way. Not stable to log in and very slow to perform transactions, couldn't take a screenshot (or can't even find the pictures even using its save screenshot option). Most of the time, it fails to perform transactions and so on. Simply, it's the worst!",1,2024-08-03,BOA,Google Play,"{'label': 'NEGATIVE', 'score': 0.9998201727867126}",NEGATIVE,0.9998201727867126,not know wrong boa bank general go backwards year app disaster use possible way stable log slow perform transaction not screenshot not find picture save screenshot option time fail perform transaction simply bad,Performance
ok,5,2024-08-03,BOA,Google Play,"{'label': 'POSITIVE', 'score': 0.9997851252555847}",POSITIVE,0.9997851252555847,ok,Other
Nice,5,2024-08-03,BOA,Google Play,"{'label': 'POSITIVE', 'score': 0.9998552799224854}",POSITIVE,0.9998552799224854,nice,Other
"Take some note from CBE mobile banking app, it's the best banking app currently take some note and improve ur app . Sometimes u have to learn from the bests 🙌",1,2024-08-03,BOA,Google Play,"{'label': 'POSITIVE', 'score': 0.9958856701850891}",POSITIVE,0.9958856701850891,note cbe mobile banking app good banking app currently note improve ur app u learn best,Other
Great,5,2024-08-03,BOA,Google Play,"{'label': 'POSITIVE', 'score': 0.9998630285263062}",POSITIVE,0.9998630285263062,great,Other
It's a useless app,1,2024-08-02,BOA,Google Play,"{'label': 'NEGATIVE', 'score': 0.9998058676719666}",NEGATIVE,0.9998058676719666,useless app,Other
"It's not working as it was , so much need to improve, it was the best but not anymore",2,2024-08-01,BOA,Google Play,"{'label': 'NEGATIVE', 'score': 0.9968530535697937}",NEGATIVE,0.9968530535697937,work need improve good anymore,Other
Poor network,1,2024-08-01,BOA,Google Play,"{'label': 'NEGATIVE', 'score': 0.9997891783714294}",NEGATIVE,0.9997891783714294,poor network,Other
Not yet completely working this App. i don't know when is it will be working properly! Its Sad!!!,1,2024-07-31,BOA,Google Play,"{'label': 'NEGATIVE', 'score': 0.9993754029273987}",NEGATIVE,0.9993754029273987,completely work app not know work properly sad,Other
The app does not open sometimes it says coonection issue which i dont have and after it opens it has bugs while using its not smooth to work with please improve it,1,2024-07-31,BOA,Google Play,"{'label': 'NEGATIVE', 'score': 0.9953023195266724}",NEGATIVE,0.9953023195266724,app open say coonection issue not open bug smooth work improve,Other
"It's not working totally, what a useless app is it,",1,2024-07-31,BOA,Google Play,"{'label': 'NEGATIVE', 'score': 0.9998171925544739}",NEGATIVE,0.9998171925544739,work totally useless app,Other
"This app has become the most troubling every day. It doesn't work. I love the bank, and I hate the app",1,2024-07-31,BOA,Google Play,"{'label': 'NEGATIVE', 'score': 0.9989368319511414}",NEGATIVE,0.9989368319511414,app troubling day not work love bank hate app,Other
this is so disappointing app 😞,1,2024-07-30,BOA,Google Play,"{'label': 'NEGATIVE', 'score': 0.9998024106025696}",NEGATIVE,0.9998024106025696,disappointing app,Other
አቢስኒያ የሁሉም ምርጫ,5,2024-07-29,BOA,Google Play,"{'label': 'NEGATIVE', 'score': 0.8337253928184509}",NEGATIVE,0.8337253928184509,,Other
Ok,5,2024-07-29,BOA,Google Play,"{'label': 'POSITIVE', 'score': 0.9997851252555847}",POSITIVE,0.9997851252555847,ok,Other
Nays,5,2024-07-28,BOA,Google Play,"{'label': 'NEGATIVE', 'score': 0.9894010424613953}",NEGATIVE,0.9894010424613953,nay,Other
The worst app,1,2024-07-28,BOA,Google Play,"{'label': 'NEGATIVE', 'score': 0.9997969269752502}",NEGATIVE,0.9997969269752502,bad app,Other
it can't even open and only display error messages,1,2024-07-27,BOA,Google Play,"{'label': 'NEGATIVE', 'score': 0.9993472695350647}",NEGATIVE,0.9993472695350647,not open display error message,Other
not active,1,2024-07-27,BOA,Google Play,"{'label': 'NEGATIVE', 'score': 0.999765932559967}",NEGATIVE,0.999765932559967,active,Other
To get good quality,5,2024-07-27,BOA,Google Play,"{'label': 'POSITIVE', 'score': 0.9998683929443359}",POSITIVE,0.9998683929443359,good quality,Other
አይሰራም እኮ ምንድን ነው ችግሩ?,1,2024-07-26,BOA,Google Play,"{'label': 'NEGATIVE', 'score': 0.9647620320320129}",NEGATIVE,0.9647620320320129,,Other
uselss app dont download,1,2024-07-26,BOA,Google Play,"{'label': 'NEGATIVE', 'score': 0.9977203011512756}",NEGATIVE,0.9977203011512756,uselss app not download,Other
"Is this app fake i try it not working it say please try again later, unable to make transactions what is the purpose of this app . If it is not working delete it",1,2024-07-25,BOA,Google Play,"{'label': 'NEGATIVE', 'score': 0.9997162222862244}",NEGATIVE,0.9997162222862244,app fake try work try later unable transaction purpose app work delete,Other
"This app didn't work. They have a new version (new app) but still not compatible with my Samsung S8+ , which is v.funny.",1,2024-07-25,BOA,Google Play,"{'label': 'NEGATIVE', 'score': 0.9991223216056824}",NEGATIVE,0.9991223216056824,app not work new version new app compatible samsung s vfunny,Other
Corrupted and poor app,1,2024-07-24,BOA,Google Play,"{'label': 'NEGATIVE', 'score': 0.9997439980506897}",NEGATIVE,0.9997439980506897,corrupted poor app,Other
Good,1,2024-07-24,BOA,Google Play,"{'label': 'POSITIVE', 'score': 0.9998161196708679}",POSITIVE,0.9998161196708679,good,Other
When I try to use the application it says 'developer setting should be off' where is the setting to off this play Still doesn't work for me,3,2024-07-24,BOA,Google Play,"{'label': 'NEGATIVE', 'score': 0.9998012185096741}",NEGATIVE,0.9998012185096741,try use application say developer setting setting play not work,Other
Nice,5,2024-07-24,BOA,Google Play,"{'label': 'POSITIVE', 'score': 0.9998552799224854}",POSITIVE,0.9998552799224854,nice,Other
FIX YOUR Apollo!! You guys where the best 👌,1,2024-07-23,BOA,Google Play,"{'label': 'POSITIVE', 'score': 0.9994503855705261}",POSITIVE,0.9994503855705261,fix apollo guy good,Other
Always slow and doesn't work on weekends if you are in a rush or a merchant this app is not for you,1,2024-07-23,BOA,Google Play,"{'label': 'NEGATIVE', 'score': 0.9994396567344666}",NEGATIVE,0.9994396567344666,slow not work weekend rush merchant app,Performance
"It's very difficult to use the user, app,ones dawenload the user can't operate well , no one can help me,",1,2024-07-23,BOA,Google Play,"{'label': 'NEGATIVE', 'score': 0.9997815489768982}",NEGATIVE,0.9997815489768982,difficult use user appone dawenload user not operate help,Customer Support
Poor application. It turned off by itself,1,2024-07-23,BOA,Google Play,"{'label': 'NEGATIVE', 'score': 0.9997444748878479}",NEGATIVE,0.9997444748878479,poor application turn,Other
Okay,5,2024-07-23,BOA,Google Play,"{'label': 'POSITIVE', 'score': 0.9997709393501282}",POSITIVE,0.9997709393501282,okay,Other
Allowed,5,2024-07-23,BOA,Google Play,"{'label': 'POSITIVE', 'score': 0.9978752136230469}",POSITIVE,0.9978752136230469,allow,Other
It usually crashes and the reason it gives is a problem on internet connection although the internet was fine.,1,2024-07-23,BOA,Google Play,"{'label': 'NEGATIVE', 'score': 0.9991043210029602}",NEGATIVE,0.9991043210029602,usually crash reason give problem internet connection internet fine,Performance
we want international mobile banking,1,2024-07-22,BOA,Google Play,"{'label': 'POSITIVE', 'score': 0.958784818649292}",POSITIVE,0.958784818649292,want international mobile banking,Other
"screenshot isn't working, Please modify it",2,2024-07-22,BOA,Google Play,"{'label': 'NEGATIVE', 'score': 0.9996084570884705}",NEGATIVE,0.9996084570884705,screenshot not work modify,Other
Naziriet measho 89160437,1,2024-07-21,BOA,Google Play,"{'label': 'NEGATIVE', 'score': 0.9862651228904724}",NEGATIVE,0.9862651228904724,naziriet measho,Other
Ahmed Mohammed husen,3,2024-07-21,BOA,Google Play,"{'label': 'POSITIVE', 'score': 0.9124149680137634}",POSITIVE,0.9124149680137634,ahmed mohammed husen,Other
Is not working both this one and apollo did u make it better pls am gonne stop using this bank because of the mobile banking,1,2024-07-19,BOA,Google Play,"{'label': 'NEGATIVE', 'score': 0.9996222257614136}",NEGATIVE,0.9996222257614136,work apollo u well pls gonne stop bank mobile banking,Other
I have experiance,5,2024-07-19,BOA,Google Play,"{'label': 'NEGATIVE', 'score': 0.8070299029350281}",NEGATIVE,0.8070299029350281,experiance,Other
The App is not working on Android 9.1 at all. It shows an error notification and forcefully closes the app. Must be fixed ASAP.,1,2024-07-19,BOA,Google Play,"{'label': 'NEGATIVE', 'score': 0.9997739195823669}",NEGATIVE,0.9997739195823669,app work android show error notification forcefully close app fix asap,Other
Wow,5,2024-07-19,BOA,Google Play,"{'label': 'POSITIVE', 'score': 0.999592125415802}",POSITIVE,0.999592125415802,wow,Other
Crashes very frequently is not stable overall need improvement such a huge bank needs a better app than the current one,1,2024-07-19,BOA,Google Play,"{'label': 'NEGATIVE', 'score': 0.999760091304779}",NEGATIVE,0.999760091304779,crash frequently stable overall need improvement huge bank need well app current,Performance
ርይርፍ,3,2024-07-19,BOA,Google Play,"{'label': 'NEGATIVE', 'score': 0.6970566511154175}",NEGATIVE,0.6970566511154175,,Other
The previous application is much better than this one,1,2024-07-18,BOA,Google Play,"{'label': 'POSITIVE', 'score': 0.9991149306297302}",POSITIVE,0.9991149306297302,previous application well,Other
"Worst app. It is wise to invest money and you can make it like CBE app. Even the incon has no image. My app has better UI than yours. So, please invest more and hire professional developer companies and improve it.",1,2024-07-18,BOA,Google Play,"{'label': 'NEGATIVE', 'score': 0.9994294047355652}",NEGATIVE,0.9994294047355652,bad app wise invest money like cbe app incon image app well ui invest hire professional developer company improve,Other
mal,5,2024-07-16,BOA,Google Play,"{'label': 'NEGATIVE', 'score': 0.9996137022972107}",NEGATIVE,0.9996137022972107,mal,Other
It is not working at all,1,2024-07-16,BOA,Google Play,"{'label': 'NEGATIVE', 'score': 0.9997811913490295}",NEGATIVE,0.9997811913490295,work,Other
Excellent,5,2024-07-16,BOA,Google Play,"{'label': 'POSITIVE', 'score': 0.9998434782028198}",POSITIVE,0.9998434782028198,excellent,Other
The poorest mobile banking survice ever. Only error reports frequently,1,2024-07-16,BOA,Google Play,"{'label': 'NEGATIVE', 'score': 0.999705970287323}",NEGATIVE,0.999705970287323,poor mobile banking survice error report frequently,Other
Wow,5,2024-07-16,BOA,Google Play,"{'label': 'POSITIVE', 'score': 0.999592125415802}",POSITIVE,0.999592125415802,wow,Other
😞😞😞😞,1,2024-07-15,BOA,Google Play,"{'label': 'NEGATIVE', 'score': 0.6970566511154175}",NEGATIVE,0.6970566511154175,,Other
😡😡😡😡😡😡😡,1,2024-07-15,BOA,Google Play,"{'label': 'NEGATIVE', 'score': 0.6970566511154175}",NEGATIVE,0.6970566511154175,,Other
The worst banking app,1,2024-07-15,BOA,Google Play,"{'label': 'NEGATIVE', 'score': 0.9998050332069397}",NEGATIVE,0.9998050332069397,bad banking app,Other
The app is constantly crashing and freezing when to send to BOA customers' accounts.,1,2024-07-15,BOA,Google Play,"{'label': 'NEGATIVE', 'score': 0.9988401532173157}",NEGATIVE,0.9988401532173157,app constantly crash freeze send boa customer account,Performance
No work app,5,2024-07-15,BOA,Google Play,"{'label': 'NEGATIVE', 'score': 0.9968982934951782}",NEGATIVE,0.9968982934951782,work app,Other
Is ok but stop sundenly,5,2024-07-15,BOA,Google Play,"{'label': 'POSITIVE', 'score': 0.9309310913085938}",POSITIVE,0.9309310913085938,ok stop sundenly,Other
🤷🤷🤷,3,2024-07-15,BOA,Google Play,"{'label': 'NEGATIVE', 'score': 0.6970566511154175}",NEGATIVE,0.6970566511154175,,Other
experienced,5,2024-07-14,BOA,Google Play,"{'label': 'POSITIVE', 'score': 0.9950610995292664}",POSITIVE,0.9950610995292664,experience,Other
Very poor app. Its Always cresh and not compatible,2,2024-07-13,BOA,Google Play,"{'label': 'NEGATIVE', 'score': 0.999818742275238}",NEGATIVE,0.999818742275238,poor app cresh compatible,Other
"It's not functional at all. It keeps saying ""error"". Unable to activate.",1,2024-07-13,BOA,Google Play,"{'label': 'NEGATIVE', 'score': 0.9998112320899963}",NEGATIVE,0.9998112320899963,functional keep say error unable activate,Other
BoA,5,2024-07-13,BOA,Google Play,"{'label': 'NEGATIVE', 'score': 0.74105304479599}",NEGATIVE,0.74105304479599,boa,Other
I can't believe that Abyssinia develop this kind of trash app it have a lot of issues 👎👎👎,1,2024-07-13,BOA,Google Play,"{'label': 'NEGATIVE', 'score': 0.9983154535293579}",NEGATIVE,0.9983154535293579,not believe abyssinia develop kind trash app lot issue,Other
Boa,5,2024-07-13,BOA,Google Play,"{'label': 'NEGATIVE', 'score': 0.74105304479599}",NEGATIVE,0.74105304479599,boa,Other
The new app is very good,5,2024-07-12,BOA,Google Play,"{'label': 'POSITIVE', 'score': 0.9998589754104614}",POSITIVE,0.9998589754104614,new app good,Other
It's very good but sometimes isn't work probably,5,2024-07-12,BOA,Google Play,"{'label': 'NEGATIVE', 'score': 0.9371032118797302}",NEGATIVE,0.9371032118797302,good not work probably,Other
It doesn't work,1,2024-07-12,BOA,Google Play,"{'label': 'NEGATIVE', 'score': 0.9997813105583191}",NEGATIVE,0.9997813105583191,not work,Other
ጭራሽ አይነፋም,1,2024-07-12,BOA,Google Play,"{'label': 'NEGATIVE', 'score': 0.7850591540336609}",NEGATIVE,0.7850591540336609,,Other
"This is the most stupid app I've seen, why would I turn off developer mode just because you can't make your app secure, this clearly indicates the app has very poor implementation and unskilled developers.. There are a lot of people who need developer option for different reasons. Please for the sake of the bank, fix this thing... Even the most secure international banking apps don't require it. Not to mention the lag and crashes",1,2024-07-12,BOA,Google Play,"{'label': 'NEGATIVE', 'score': 0.9997655749320984}",NEGATIVE,0.9997655749320984,stupid app ve see turn developer mode not app secure clearly indicate app poor implementation unskilled developer lot people need developer option different reason sake bank fix thing secure international banking app not require mention lag crash,Performance
The worst mobile banking app,1,2024-07-11,BOA,Google Play,"{'label': 'NEGATIVE', 'score': 0.9997923970222473}",NEGATIVE,0.9997923970222473,bad mobile banking app,Other
It is not fast,3,2024-07-11,BOA,Google Play,"{'label': 'NEGATIVE', 'score': 0.99720698595047}",NEGATIVE,0.99720698595047,fast,Other
Ok,5,2024-07-11,BOA,Google Play,"{'label': 'POSITIVE', 'score': 0.9997851252555847}",POSITIVE,0.9997851252555847,ok,Other
Useless,1,2024-07-11,BOA,Google Play,"{'label': 'NEGATIVE', 'score': 0.9997991919517517}",NEGATIVE,0.9997991919517517,useless,Other
The app keeps crashing it stops responding while I'm using it or trying to open the app. Now I have to go to the bank in person to do any banking activities. In short it is the worst mobile banking system in Ethiopia,1,2024-07-11,BOA,Google Play,"{'label': 'NEGATIVE', 'score': 0.9997914433479309}",NEGATIVE,0.9997914433479309,app keep crash stop respond m try open app bank person banking activity short bad mobile banking system ethiopia,Performance
ሀየ,5,2024-07-10,BOA,Google Play,"{'label': 'NEGATIVE', 'score': 0.6970566511154175}",NEGATIVE,0.6970566511154175,,Other
Too late!,1,2024-07-10,BOA,Google Play,"{'label': 'NEGATIVE', 'score': 0.9988941550254822}",NEGATIVE,0.9988941550254822,late,Other
No work,5,2024-07-10,BOA,Google Play,"{'label': 'NEGATIVE', 'score': 0.999386191368103}",NEGATIVE,0.999386191368103,work,Other
"Pretty good for a banking app, it still lacks some things with in the ui and with the speed of the app but overall it's a good application. Thank you 5/5👍🏻",5,2024-07-09,BOA,Google Play,"{'label': 'POSITIVE', 'score': 0.9995549321174622}",POSITIVE,0.9995549321174622,pretty good banking app lack thing ui speed app overall good application thank,Other
After update it doesn't work well,2,2024-07-09,BOA,Google Play,"{'label': 'NEGATIVE', 'score': 0.9996452331542969}",NEGATIVE,0.9996452331542969,update not work,Other
Error occurred try again for 5 days tele birr user not found ለራሴ አዝዤ,1,2024-07-08,BOA,Google Play,"{'label': 'NEGATIVE', 'score': 0.9983060359954834}",NEGATIVE,0.9983060359954834,error occur try day tele birr user find,Other
Good but Very slow.,1,2024-07-08,BOA,Google Play,"{'label': 'POSITIVE', 'score': 0.9877548813819885}",POSITIVE,0.9877548813819885,good slow,Performance
Very good app,5,2024-07-07,BOA,Google Play,"{'label': 'POSITIVE', 'score': 0.9998675584793091}",POSITIVE,0.9998675584793091,good app,Other
"It is so bad apps ,it doesn't work",1,2024-07-06,BOA,Google Play,"{'label': 'NEGATIVE', 'score': 0.9998026490211487}",NEGATIVE,0.9998026490211487,bad app not work,Other
"From now on I will never going to use this app,It is a trash app.No one care about this app from bank I will rate them 0/5.",1,2024-07-06,BOA,Google Play,"{'label': 'NEGATIVE', 'score': 0.9991281628608704}",NEGATIVE,0.9991281628608704,go use appit trash appno care app bank rate,Other
It usually crashes and unable to process also it request to off the developer options,1,2024-07-05,BOA,Google Play,"{'label': 'NEGATIVE', 'score': 0.9996892213821411}",NEGATIVE,0.9996892213821411,usually crash unable process request developer option,Performance
Miliyone.,5,2024-07-05,BOA,Google Play,"{'label': 'NEGATIVE', 'score': 0.9675788879394531}",NEGATIVE,0.9675788879394531,miliyone,Other
Workneh girmamo,5,2024-07-05,BOA,Google Play,"{'label': 'POSITIVE', 'score': 0.9400009512901306}",POSITIVE,0.9400009512901306,workneh girmamo,Other
🙏🙏🙏,5,2024-07-05,BOA,Google Play,"{'label': 'NEGATIVE', 'score': 0.6970566511154175}",NEGATIVE,0.6970566511154175,,Other
"I can't believe in this day and age, one of the major banks of the country can't seem to understand that having a working mobile payment option is a **MUST** to survive. I have decided to move my accounts to CBE and Awash because of this. Can't be bothered with this useless app.",1,2024-07-04,BOA,Google Play,"{'label': 'NEGATIVE', 'score': 0.9974097609519958}",NEGATIVE,0.9974097609519958,not believe day age major bank country not understand have work mobile payment option survive decide account cbe awash not bother useless app,Other
