review,rating,date,bank,source,sentiment
"Stop telling me what to do with my phone, BOA. Why does your newly updated app keep asking me to disable the developer options? I’m not slowing down my phone just to use your God damn app. 🤮🤮🤮🤮",1,2024-10-04,BOA,Google Play,negative
I'm living out of country how may I download and use mobile banking? It asks me the Ethiopia phone number and I can't receive text to confirm because I'm out side the country. So please lete know if I can use while I'm outside the country. Thanks,1,2024-10-04,BOA,Google Play,positive
Good,3,2024-10-03,BOA,Google Play,positive
Worest app,1,2024-10-03,BOA,Google Play,neutral
The worest app ever,1,2024-10-03,BOA,Google Play,neutral
አሪፍ ነው በርቱልን,5,2024-10-02,BOA,Google Play,neutral
Wwwerrr,5,2024-10-02,BOA,Google Play,neutral
ጀማል ውቀቱ,5,2024-09-30,BOA,Google Play,neutral
Great For Financial company,5,2024-09-30,BOA,Google Play,positive
Very easy to use,5,2024-09-30,BOA,Google Play,positive
The App's crash always.. Error.....,3,2024-09-27,BOA,Google Play,negative
This app is incredibly frustrating to use. It’s filled with issues that make it difficult to navigate and complete tasks efficiently. I’ve never encountered such a poorly designed banking application before. It needs significant improvements to enhance user experience. It deserves a vey low rating.,1,2024-09-26,BOA,Google Play,negative
nice,5,2024-09-26,BOA,Google Play,positive
Great UI and seamless UX. I love it!!,5,2024-09-25,BOA,Google Play,positive
That's too good application but try to add more alternatives and futures or possibilitys for your customers,3,2024-09-25,BOA,Google Play,positive
It's easy used to operate program and secured 👍👍,4,2024-09-25,BOA,Google Play,positive
I bought a mobile card on this app but I didn't receive it and it took my money and I didn't get my money back.,1,2024-09-21,BOA,Google Play,neutral
Amazing,5,2024-09-19,BOA,Google Play,positive
Great app with great services,5,2024-09-19,BOA,Google Play,positive
Yes active user,5,2024-09-17,BOA,Google Play,positive
Shameful,1,2024-09-17,BOA,Google Play,negative
The worest app ever made i would not recommende for no one,1,2024-09-16,BOA,Google Play,positive
Good application,5,2024-09-16,BOA,Google Play,positive
I like,5,2024-09-16,BOA,Google Play,positive
Good,5,2024-09-16,BOA,Google Play,positive
"How many hours should I wait after transferring money to telebirr, please do something about the transfer delay issue I need my money when ever.",1,2024-09-15,BOA,Google Play,neutral
"BOA is unreasonably holding and delaying transactions for more than a day, even transactions within the same bank itself. This is a huge gap that I observed in BOA mobile banking. I didn't experience this kind of challenge while having transactions in other banks' mobile banking platforms. After waiting so long, I called your customer support team and the response they gave me was ""it was the system that holds the transaction & will be released on working days"". This is not totally fair.",1,2024-09-15,BOA,Google Play,positive
የእርስዎን ተሞክሮ ይግለጹ (አማራጭ),5,2024-09-14,BOA,Google Play,neutral
It's not working. It needs a big update. Can't you update the app quickly?,1,2024-09-14,BOA,Google Play,neutral
"I am Aimohon Joel , It's can be Good for a Better Conversation in Time 🙂",3,2024-09-13,BOA,Google Play,positive
"Better app than most mobile apps, but why do I have to turn off developer option every time I wanna use the app?? It's annoying.",1,2024-09-13,BOA,Google Play,negative
Bes and freindly app,5,2024-09-13,BOA,Google Play,neutral
It doesn't work.,1,2024-09-12,BOA,Google Play,neutral
"It say ""The request was not successful. please check device connectivity or try again"" why? One of the bank manager told me it is because of my phone's android version which is 9.1 It is ridiculous! Disappointing",1,2024-09-11,BOA,Google Play,negative
How to download or screenshot of payment receipt...what kinda worst app ever 🤮🤮🤢,1,2024-09-11,BOA,Google Play,negative
Good,5,2024-09-10,BOA,Google Play,positive
Smart technology,5,2024-09-10,BOA,Google Play,positive
Yegema app tish🪨,1,2024-09-08,BOA,Google Play,neutral
Ok,5,2024-09-07,BOA,Google Play,positive
"This is not an appropriate app, i don't know how boa develops this app, i don't expect this much crazy and un confortable app form BOA, I'm soory!!!",1,2024-09-07,BOA,Google Play,negative
"Shockingly bad! Even when it decides to work, it's painfully slow and frustrating. Such a shame that it has become a stain on an extraordinary bank",1,2024-09-06,BOA,Google Play,negative
"It crashes frequently. It launches on Android 8.1 but I don't think it actually works on versions less than 10. If so, it shouldn't be available for download by such devices to begin with, like many other finance apps are not. It was so much better three months ago, upgrades should be for the better.",1,2024-09-06,BOA,Google Play,positive
Awesome application. But lately its crashing everytime i opened it.,4,2024-09-05,BOA,Google Play,positive
እጅም በጣም ደካማ አፕ ነው ሲፈልግ ይከፍታል ሲፈልግ አይከፍትም ከአዋሽ እና ንግድ ባንክ የመሳሰሉ ባንኮች ሲወዳደር ሞባይል ባንኪንግ App እጅግ የሚያበሳጭ ነው ለውጥ ያስፈልጋችኋል,1,2024-09-05,BOA,Google Play,neutral
good,5,2024-09-05,BOA,Google Play,positive
Fast one,3,2024-09-04,BOA,Google Play,neutral
Nice looking app but a terrible user experience.,1,2024-09-03,BOA,Google Play,negative
The worest MB app ever!!🙄,1,2024-09-02,BOA,Google Play,neutral
Very good,5,2024-09-01,BOA,Google Play,positive
It is ok,5,2024-09-01,BOA,Google Play,positive
Plz fix the Apps ....screenshot lovation hide from glarey share botten not work😔😔,1,2024-08-30,BOA,Google Play,positive
Good,5,2024-08-30,BOA,Google Play,positive
Apollo's,1,2024-08-29,BOA,Google Play,neutral
The worst experience ever,1,2024-08-29,BOA,Google Play,negative
Hussenaliumar,5,2024-08-29,BOA,Google Play,neutral
Good,3,2024-08-28,BOA,Google Play,positive
Hi I have problem with this App BOA mobile I don't know what is wrong with this App I did many times download but it's sam doesn't work if sam like that this app way I have to be customer with them how I know my account and checking save The book is no Not enough alone,1,2024-08-28,BOA,Google Play,positive
It is not work for my device,5,2024-08-27,BOA,Google Play,neutral
"I'm Sick and tiered of enabling and disabling Developer Option Everytime I use this app. maybe you know it maybe you dont, fix it please it's anoying",1,2024-08-26,BOA,Google Play,negative
The worst app ever,1,2024-08-26,BOA,Google Play,negative
Good,5,2024-08-26,BOA,Google Play,positive
Betanya Gebre,3,2024-08-23,BOA,Google Play,neutral
I dont recommand it to any one,1,2024-08-23,BOA,Google Play,neutral
Good,5,2024-08-22,BOA,Google Play,positive
Excellent app,5,2024-08-21,BOA,Google Play,positive
"The application used to work well. But after updates I'm not able to use the forgot password feature, which is blocking me from accessing it as a whole.",1,2024-08-20,BOA,Google Play,negative
ትርሃስ,5,2024-08-19,BOA,Google Play,neutral
Gio,4,2024-08-19,BOA,Google Play,neutral
App isn't working,1,2024-08-18,BOA,Google Play,neutral
Best app,5,2024-08-18,BOA,Google Play,positive
so far good but always it lugs,3,2024-08-17,BOA,Google Play,positive
Don't trust this bank and its service.,1,2024-08-16,BOA,Google Play,negative
"I can not open and use the application,please help me!",5,2024-08-15,BOA,Google Play,positive
Horrible,1,2024-08-14,BOA,Google Play,negative
Mostly not working 😑,1,2024-08-14,BOA,Google Play,neutral
Good,5,2024-08-13,BOA,Google Play,positive
Awesome 👌,5,2024-08-12,BOA,Google Play,positive
"Despite the enhanced technology you have, the application doesn't work properly, and it asks for the developer option to be turned off, fix that.",3,2024-08-12,BOA,Google Play,neutral
Thank you,3,2024-08-12,BOA,Google Play,positive
Very poor app b/c highly slow to open the app,1,2024-08-12,BOA,Google Play,negative
Ok,5,2024-08-12,BOA,Google Play,positive
best,1,2024-08-11,BOA,Google Play,positive
Best app,5,2024-08-11,BOA,Google Play,positive
Wedi Tekle .,5,2024-08-11,BOA,Google Play,neutral
Bad app📱👎👎👎,1,2024-08-11,BOA,Google Play,negative
Dura nan fayyadaman ture amma garuu naaf hojjechaa hin jiru maaf?,5,2024-08-11,BOA,Google Play,neutral
Nice appp,5,2024-08-11,BOA,Google Play,positive
ሰላም አቢሲኒያዎች የሞባይል ባንኪንጋችሁ ተጠቃሚ ነኝ አገልግሎቱን ስላስጀመራችሁለን እናመሰግናለን። ነገር ግን አለፎ አልፎ የነበረው የማስፈንጠሪያው በአግባቡ አለመስራት አልፎ አልፎ ወደመስራት ተቀይሯል ድሮ እንደነበራችሁ እናውቃለን ዘንድሮም ብትኖሩልን እንመርጣለን *ከዘመን አንጉደል*,3,2024-08-10,BOA,Google Play,neutral
Gooood app my dear,5,2024-08-09,BOA,Google Play,positive
Harun tamam galanaa,3,2024-08-09,BOA,Google Play,neutral
"A total disaster of an app. Always offline, never works, it's embarassing. I've lost hope and taken my business to a competitor",1,2024-08-08,BOA,Google Play,negative
Gamebela,1,2024-08-08,BOA,Google Play,neutral
so poor app to use can't start up when open the app,1,2024-08-08,BOA,Google Play,negative
"This app takes too long time to be opened. And even it is not working simply as other banks application. Why this app does not give a digital invoice. Even, I am not able to find where the screeshot is kept after transaction. So, please the developer should fix all these.",1,2024-08-07,BOA,Google Play,positive
Good job,5,2024-08-07,BOA,Google Play,positive
"Worst app ever, not user friendly, even doesn't serve basic functionality correctly, takes to much time to login and navigate through the app, we expected more from this bank",1,2024-08-07,BOA,Google Play,negative
good,3,2024-08-07,BOA,Google Play,positive
Good,5,2024-08-07,BOA,Google Play,positive
Bad app .,1,2024-08-06,BOA,Google Play,negative
"I mean how could a big financial company like this, be this much irresponsible to release this app? You should be ashamed!",1,2024-08-06,BOA,Google Play,negative
Review,5,2024-08-06,BOA,Google Play,neutral
Goood,4,2024-08-06,BOA,Google Play,neutral
Ok,5,2024-08-06,BOA,Google Play,positive
👎👎👎👎👎👎👎👎👎,1,2024-08-05,BOA,Google Play,neutral
Is it necessary to switch off developer options every time to use mobile banking?🤔🤔😡😡😡,1,2024-08-04,BOA,Google Play,neutral
The previous version is better it doesn't work,1,2024-08-04,BOA,Google Play,positive
"I don't know what is wrong with BOA as a bank in general. It's been going backwards since last year or so. The app is a disaster to use in every possible way. Not stable to log in and very slow to perform transactions, couldn't take a screenshot (or can't even find the pictures even using its save screenshot option). Most of the time, it fails to perform transactions and so on. Simply, it's the worst!",1,2024-08-03,BOA,Google Play,negative
ok,5,2024-08-03,BOA,Google Play,positive
Nice,5,2024-08-03,BOA,Google Play,positive
"Take some note from CBE mobile banking app, it's the best banking app currently take some note and improve ur app . Sometimes u have to learn from the bests 🙌",1,2024-08-03,BOA,Google Play,positive
Great,5,2024-08-03,BOA,Google Play,positive
It's a useless app,1,2024-08-02,BOA,Google Play,negative
"It's not working as it was , so much need to improve, it was the best but not anymore",2,2024-08-01,BOA,Google Play,positive
Poor network,1,2024-08-01,BOA,Google Play,negative
Not yet completely working this App. i don't know when is it will be working properly! Its Sad!!!,1,2024-07-31,BOA,Google Play,negative
The app does not open sometimes it says coonection issue which i dont have and after it opens it has bugs while using its not smooth to work with please improve it,1,2024-07-31,BOA,Google Play,positive
"It's not working totally, what a useless app is it,",1,2024-07-31,BOA,Google Play,negative
"This app has become the most troubling every day. It doesn't work. I love the bank, and I hate the app",1,2024-07-31,BOA,Google Play,negative
this is so disappointing app 😞,1,2024-07-30,BOA,Google Play,negative
አቢስኒያ የሁሉም ምርጫ,5,2024-07-29,BOA,Google Play,neutral
Ok,5,2024-07-29,BOA,Google Play,positive
Nays,5,2024-07-28,BOA,Google Play,neutral
The worst app,1,2024-07-28,BOA,Google Play,negative
it can't even open and only display error messages,1,2024-07-27,BOA,Google Play,negative
not active,1,2024-07-27,BOA,Google Play,negative
To get good quality,5,2024-07-27,BOA,Google Play,positive
አይሰራም እኮ ምንድን ነው ችግሩ?,1,2024-07-26,BOA,Google Play,neutral
uselss app dont download,1,2024-07-26,BOA,Google Play,neutral
"Is this app fake i try it not working it say please try again later, unable to make transactions what is the purpose of this app . If it is not working delete it",1,2024-07-25,BOA,Google Play,negative
"This app didn't work. They have a new version (new app) but still not compatible with my Samsung S8+ , which is v.funny.",1,2024-07-25,BOA,Google Play,neutral
Corrupted and poor app,1,2024-07-24,BOA,Google Play,negative
Good,1,2024-07-24,BOA,Google Play,positive
When I try to use the application it says 'developer setting should be off' where is the setting to off this play Still doesn't work for me,3,2024-07-24,BOA,Google Play,positive
Nice,5,2024-07-24,BOA,Google Play,positive
FIX YOUR Apollo!! You guys where the best 👌,1,2024-07-23,BOA,Google Play,positive
Always slow and doesn't work on weekends if you are in a rush or a merchant this app is not for you,1,2024-07-23,BOA,Google Play,neutral
"It's very difficult to use the user, app,ones dawenload the user can't operate well , no one can help me,",1,2024-07-23,BOA,Google Play,neutral
Poor application. It turned off by itself,1,2024-07-23,BOA,Google Play,negative
Okay,5,2024-07-23,BOA,Google Play,positive
Allowed,5,2024-07-23,BOA,Google Play,neutral
It usually crashes and the reason it gives is a problem on internet connection although the internet was fine.,1,2024-07-23,BOA,Google Play,negative
we want international mobile banking,1,2024-07-22,BOA,Google Play,positive
"screenshot isn't working, Please modify it",2,2024-07-22,BOA,Google Play,negative
Naziriet measho 89160437,1,2024-07-21,BOA,Google Play,neutral
Ahmed Mohammed husen,3,2024-07-21,BOA,Google Play,neutral
Is not working both this one and apollo did u make it better pls am gonne stop using this bank because of the mobile banking,1,2024-07-19,BOA,Google Play,positive
I have experiance,5,2024-07-19,BOA,Google Play,neutral
The App is not working on Android 9.1 at all. It shows an error notification and forcefully closes the app. Must be fixed ASAP.,1,2024-07-19,BOA,Google Play,negative
Wow,5,2024-07-19,BOA,Google Play,positive
Crashes very frequently is not stable overall need improvement such a huge bank needs a better app than the current one,1,2024-07-19,BOA,Google Play,positive
ርይርፍ,3,2024-07-19,BOA,Google Play,neutral
The previous application is much better than this one,1,2024-07-18,BOA,Google Play,positive
"Worst app. It is wise to invest money and you can make it like CBE app. Even the incon has no image. My app has better UI than yours. So, please invest more and hire professional developer companies and improve it.",1,2024-07-18,BOA,Google Play,positive
mal,5,2024-07-16,BOA,Google Play,neutral
It is not working at all,1,2024-07-16,BOA,Google Play,neutral
Excellent,5,2024-07-16,BOA,Google Play,positive
The poorest mobile banking survice ever. Only error reports frequently,1,2024-07-16,BOA,Google Play,negative
Wow,5,2024-07-16,BOA,Google Play,positive
😞😞😞😞,1,2024-07-15,BOA,Google Play,neutral
😡😡😡😡😡😡😡,1,2024-07-15,BOA,Google Play,neutral
The worst banking app,1,2024-07-15,BOA,Google Play,negative
The app is constantly crashing and freezing when to send to BOA customers' accounts.,1,2024-07-15,BOA,Google Play,negative
No work app,5,2024-07-15,BOA,Google Play,negative
Is ok but stop sundenly,5,2024-07-15,BOA,Google Play,negative
🤷🤷🤷,3,2024-07-15,BOA,Google Play,neutral
experienced,5,2024-07-14,BOA,Google Play,neutral
Very poor app. Its Always cresh and not compatible,2,2024-07-13,BOA,Google Play,negative
"It's not functional at all. It keeps saying ""error"". Unable to activate.",1,2024-07-13,BOA,Google Play,neutral
BoA,5,2024-07-13,BOA,Google Play,neutral
I can't believe that Abyssinia develop this kind of trash app it have a lot of issues 👎👎👎,1,2024-07-13,BOA,Google Play,neutral
Boa,5,2024-07-13,BOA,Google Play,neutral
The new app is very good,5,2024-07-12,BOA,Google Play,positive
It's very good but sometimes isn't work probably,5,2024-07-12,BOA,Google Play,positive
It doesn't work,1,2024-07-12,BOA,Google Play,neutral
ጭራሽ አይነፋም,1,2024-07-12,BOA,Google Play,neutral
"This is the most stupid app I've seen, why would I turn off developer mode just because you can't make your app secure, this clearly indicates the app has very poor implementation and unskilled developers.. There are a lot of people who need developer option for different reasons. Please for the sake of the bank, fix this thing... Even the most secure international banking apps don't require it. Not to mention the lag and crashes",1,2024-07-12,BOA,Google Play,negative
The worst mobile banking app,1,2024-07-11,BOA,Google Play,negative
It is not fast,3,2024-07-11,BOA,Google Play,neutral
Ok,5,2024-07-11,BOA,Google Play,positive
Useless,1,2024-07-11,BOA,Google Play,negative
The app keeps crashing it stops responding while I'm using it or trying to open the app. Now I have to go to the bank in person to do any banking activities. In short it is the worst mobile banking system in Ethiopia,1,2024-07-11,BOA,Google Play,negative
ሀየ,5,2024-07-10,BOA,Google Play,neutral
Too late!,1,2024-07-10,BOA,Google Play,neutral
No work,5,2024-07-10,BOA,Google Play,negative
"Pretty good for a banking app, it still lacks some things with in the ui and with the speed of the app but overall it's a good application. Thank you 5/5👍🏻",5,2024-07-09,BOA,Google Play,positive
After update it doesn't work well,2,2024-07-09,BOA,Google Play,negative
Error occurred try again for 5 days tele birr user not found ለራሴ አዝዤ,1,2024-07-08,BOA,Google Play,negative
Good but Very slow.,1,2024-07-08,BOA,Google Play,positive
Very good app,5,2024-07-07,BOA,Google Play,positive
"It is so bad apps ,it doesn't work",1,2024-07-06,BOA,Google Play,negative
"From now on I will never going to use this app,It is a trash app.No one care about this app from bank I will rate them 0/5.",1,2024-07-06,BOA,Google Play,positive
It usually crashes and unable to process also it request to off the developer options,1,2024-07-05,BOA,Google Play,neutral
Miliyone.,5,2024-07-05,BOA,Google Play,neutral
Workneh girmamo,5,2024-07-05,BOA,Google Play,neutral
🙏🙏🙏,5,2024-07-05,BOA,Google Play,neutral
"I can't believe in this day and age, one of the major banks of the country can't seem to understand that having a working mobile payment option is a **MUST** to survive. I have decided to move my accounts to CBE and Awash because of this. Can't be bothered with this useless app.",1,2024-07-04,BOA,Google Play,negative
Is it even working these days? Please check it.,1,2024-07-04,BOA,Google Play,positive
"The app is essentially unusable, it asks to disable developer mode even when it is already disabled and crashes, sometimes it only works with wifi and sometimes only with data, or it crashes just because.......",1,2024-07-04,BOA,Google Play,neutral
Please make it functional.,5,2024-07-03,BOA,Google Play,positive
its best app but its don't working in poor connection area so,5,2024-07-03,BOA,Google Play,positive
Please Recover thank you,5,2024-07-02,BOA,Google Play,positive
Best,5,2024-07-01,BOA,Google Play,positive
This app doesn't work,1,2024-06-30,BOA,Google Play,neutral
Excellent app,5,2024-06-29,BOA,Google Play,positive
"the app used to run fine, but now it takes like forever to even open the main dashboard and sometimes it just crashes on its own. you guys gotta step it up. we need this app to be way faster",1,2024-06-27,BOA,Google Play,positive
the underrated app I've ever seen and ur banking system is Soo Idiocracy,1,2024-06-27,BOA,Google Play,neutral
It demands to disable developer option.,1,2024-06-27,BOA,Google Play,neutral
"It's been two months now, I cannot do any transaction using this app. It's really disappointing. I am using bank of Abyssinia currently because it's the nearest bank to my work place. The bank is turning to the worst bank in the country day by day. They always respond to customers that they are updating their system all year long, I think that's what they train their customer service operators to do.",1,2024-06-26,BOA,Google Play,negative
Open Open service,5,2024-06-25,BOA,Google Play,neutral
አፑ በጣም አስቸጋሪ ሆኗል,1,2024-06-25,BOA,Google Play,neutral
ok,1,2024-06-24,BOA,Google Play,positive
Its not working.,1,2024-06-24,BOA,Google Play,neutral
"Riddled with crashes, cant use it anymore. Very frustrating!",1,2024-06-20,BOA,Google Play,negative
Always error occured. The worst app ever,1,2024-06-20,BOA,Google Play,negative
ከዚህ ትልቅ ባንክ የማይጠበቅ ድንዝዝዝዝ ያለ App.... ዛግግግ ነው ያረገኝ 😡😡😡,1,2024-06-20,BOA,Google Play,neutral
Excellent service,5,2024-06-18,BOA,Google Play,positive
It's not convenient,1,2024-06-17,BOA,Google Play,neutral
meskelu Metku,5,2024-06-17,BOA,Google Play,neutral
Verry nice,5,2024-06-17,BOA,Google Play,positive
It has become the most unreliable mibile banking app ever.,1,2024-06-16,BOA,Google Play,neutral
Good,5,2024-06-14,BOA,Google Play,positive
"አኘልኬሽኑ በሁሉም ነገር ጥሩ ነዉ,ነገር ግን Network በጣም ነዉ እሚያስቸገረው",2,2024-06-13,BOA,Google Play,neutral
The poorest mobile banking I have seen in the industry. Is not stable to login and post transactions. Is not attractive. Error reports frequently.,5,2024-06-13,BOA,Google Play,negative
👍👍👍,5,2024-06-12,BOA,Google Play,neutral
Really Bank,5,2024-06-11,BOA,Google Play,neutral
I like the the bank of Abyssinia is the best first bank of Ethiopia,1,2024-06-11,BOA,Google Play,positive
The app is not good need a few work,3,2024-06-11,BOA,Google Play,negative
"The worst mob app i have ever seen. Slow, uncomfortable and stupid. It is better to learn from the best app (tele birr). The released updates is even worst.",1,2024-06-11,BOA,Google Play,negative
"Unreliable, expensive service. Most of the time, it is not working. Sometimes, it will take more than a day to complete transactions and charges more for this unworthy service. I will not recommend this bank app to anyone.",1,2024-06-10,BOA,Google Play,negative
The worst app,1,2024-06-10,BOA,Google Play,negative
excellent service,5,2024-06-10,BOA,Google Play,positive
You are beutiful,5,2024-06-09,BOA,Google Play,neutral
Good 👍,5,2024-06-07,BOA,Google Play,positive
The best app,5,2024-06-06,BOA,Google Play,positive
አይሰራም አፑ ለምንድነው,1,2024-06-06,BOA,Google Play,neutral
Awful,1,2024-06-06,BOA,Google Play,negative
Developer option to be off really,1,2024-06-06,BOA,Google Play,neutral
Good app boa,5,2024-06-06,BOA,Google Play,positive
I'm disappointed with the recent changes to this app. Disabling developer options for functionality seems unnecessary. The previous version offered a more user-friendly experience.,1,2024-06-06,BOA,Google Play,negative
"Worest app, it cannot be downloaded",2,2024-06-05,BOA,Google Play,neutral
😭😭😭😭😭😭😭,1,2024-06-05,BOA,Google Play,neutral
slow only some times the wey it is veary nice app,5,2024-06-04,BOA,Google Play,positive
ok yes,5,2024-06-04,BOA,Google Play,positive
The worst mobile banking app,1,2024-06-04,BOA,Google Play,negative
It's nice apps,1,2024-06-04,BOA,Google Play,positive
Wow! what a disgrace for BOA. The app barely works. Too slow and always returns error.,1,2024-06-03,BOA,Google Play,negative
Excited by your service,5,2024-06-02,BOA,Google Play,positive
Kerfafa new,1,2024-06-01,BOA,Google Play,neutral
ABDU MUDESR,2,2024-06-01,BOA,Google Play,neutral
Ok,5,2024-05-31,BOA,Google Play,positive
"The worst mobile banking app! It doesn't load (seems like with the perfect WiFi and data connection it still manages to have network issues), when you finally get into the app, it makes it so hard more than it should be to send money.",1,2024-05-31,BOA,Google Play,negative
Excellent,5,2024-05-31,BOA,Google Play,positive
It is Good to save time 👌👌,3,2024-05-31,BOA,Google Play,positive
"I'm sorry but what kind of stupid developer thinks the app will be faster if we disable ""Developer mode""? I've never seen such degeneracy in my entire life, please get rid of this feature",1,2024-05-29,BOA,Google Play,negative
What is the purpose or point of not allowing to take a screenshot of the recipe after transferring???,1,2024-05-29,BOA,Google Play,neutral
Ayseram,1,2024-05-28,BOA,Google Play,neutral
Worst banking app ever,1,2024-05-28,BOA,Google Play,negative
not bad,1,2024-05-26,BOA,Google Play,positive
I can't use the app unless I turn off developer mode?? What kind of stupid rule is that?? The worst experience for a banking app!!,1,2024-05-26,BOA,Google Play,negative
best,5,2025-06-05,Dashen,Google Play,positive
nice application,4,2025-05-27,Dashen,Google Play,positive
best,5,2025-05-22,Dashen,Google Play,positive
bast smart bank sistem dashen amole dashen bamk,5,2025-05-17,Dashen,Google Play,positive
best app,5,2025-05-16,Dashen,Google Play,positive
ለአጠቃቀም እጅግ ቀላልና ድህንነቱ የተጠበቀ ነው።,5,2025-05-16,Dashen,Google Play,neutral
"Worst app possible, I don't think it gets worse than this. Least user friendly process to exchange your own money, far too many hurdles you have to get past to make a simple money transfer. Even after getting past all the hurdles you are restricted with a min and I believe a max amount of your own money you have access to, not to mention time restrictions; I wasn't able to access my money past midnight multiple times. You can't change tab to another app, having opened this without it crashing.",1,2025-05-15,Dashen,Google Play,negative
I'm a Dashen Bank customer as I know its function and duty. Thanks.,5,2025-05-15,Dashen,Google Play,positive
i love it,4,2025-05-15,Dashen,Google Play,positive
Amole is the digital mobile application what i prefer.,5,2025-05-15,Dashen,Google Play,neutral
nice,4,2025-05-12,Dashen,Google Play,positive
best mobile banking app👍,5,2025-05-10,Dashen,Google Play,positive
Complicated and fake app,1,2025-04-29,Dashen,Google Play,negative
Its Good updation from Previous,3,2025-04-25,Dashen,Google Play,positive
yarid dima,5,2025-04-17,Dashen,Google Play,neutral
Best app,5,2025-04-13,Dashen,Google Play,positive
"Requires updates too frequently, often has server related issues, the fingerprint always requires updating, it's the most unreliable app I've used and always fails when you want to make urgent payments.",2,2025-04-10,Dashen,Google Play,negative
dashin,3,2025-04-07,Dashen,Google Play,neutral
disappointed because of option to transfer cash on telebirr is limited for self only.... those and other similar given choices by the bank used us to choose this bank over others! no doubt I will be not preferring this bank with no unique incentives.,1,2025-03-29,Dashen,Google Play,negative
everything is perfect,5,2025-03-29,Dashen,Google Play,positive
good,4,2025-03-26,Dashen,Google Play,positive
good,5,2025-03-26,Dashen,Google Play,positive
Dashin Bank#1,5,2025-03-20,Dashen,Google Play,neutral
Not working,1,2025-03-19,Dashen,Google Play,neutral
Both Amole & Dashen superApp are by far the worst mobile banking apps i have ever came across. if only there is 0 star option,1,2025-03-18,Dashen,Google Play,negative
"funny app, so much gymnastics just to be an app for sending and receiving money.",3,2025-03-18,Dashen,Google Play,positive
I use this app so many times so i like it,5,2025-03-17,Dashen,Google Play,positive
Why did u change the option to transfer to other tellebirr account,1,2025-03-17,Dashen,Google Play,neutral
It's nice and simple to use app.,5,2025-03-16,Dashen,Google Play,positive
Just 👍,5,2025-03-15,Dashen,Google Play,neutral
Not god its,5,2025-03-14,Dashen,Google Play,negative
Regarding Internet banking i really choice a Dashen Bank and I have one recommendation for app developer shall considere the low android level means 4-6 android to adress all types of android users because now a days the current updated app can't support such android.Thanks!!!,5,2025-03-08,Dashen,Google Play,negative
It doesn't work,1,2025-03-02,Dashen,Google Play,neutral
ምርጥ,5,2025-02-28,Dashen,Google Play,neutral
Best,5,2025-02-26,Dashen,Google Play,positive
Please the update is refused to be download on my phone tecno f1. Please solve this issue ASAP,1,2025-02-26,Dashen,Google Play,positive
Excellent app,5,2025-02-24,Dashen,Google Play,positive
"Very poor service, always not responding when ever we need to transfer I rate it 0 !",1,2025-02-23,Dashen,Google Play,negative
The recent update is broken. It diesn't allow to take screen shots (which by it self is not a problem) and the share button of a transaction doesn't work nor it will download the transaction receipt. I know security is especially important for banking systems but such a huge limitations on functionality will not serve the app any good. I guess the super app is the way to go.,2,2025-02-21,Dashen,Google Play,positive
It is good but have so much problem ...even it say not compateble to your phone...it not easy for work ..,1,2025-02-20,Dashen,Google Play,negative
Dashen bank ATM,5,2025-02-20,Dashen,Google Play,neutral
Good,1,2025-02-18,Dashen,Google Play,positive
Good Banking App,5,2025-02-17,Dashen,Google Play,positive
stay hamble,5,2025-02-14,Dashen,Google Play,neutral
Great,5,2025-02-13,Dashen,Google Play,positive
ይሄ አሪፍ,2,2025-02-12,Dashen,Google Play,neutral
good app i like it but still i am confused because i cannot use prperly so Please check the app,3,2025-02-12,Dashen,Google Play,positive
Very slow and it seems it needs update everytime,1,2025-02-12,Dashen,Google Play,neutral
Best,5,2025-02-12,Dashen,Google Play,positive
Nice,5,2025-02-11,Dashen,Google Play,positive
Open app amole dashin,5,2025-02-10,Dashen,Google Play,neutral
Akiliua,5,2025-02-10,Dashen,Google Play,neutral
Perfiekt,5,2025-02-10,Dashen,Google Play,neutral
Help,5,2025-02-08,Dashen,Google Play,positive
Good app,5,2025-02-08,Dashen,Google Play,positive
A very fast mobile banking app,5,2025-02-07,Dashen,Google Play,neutral
Good,5,2025-02-07,Dashen,Google Play,positive
Good job,5,2025-02-07,Dashen,Google Play,positive
It's nice and easy to use,5,2025-02-07,Dashen,Google Play,positive
Nice app,5,2025-02-07,Dashen,Google Play,positive
Good app i used it always,5,2025-02-07,Dashen,Google Play,positive
It is very very slow pls update,2,2025-02-06,Dashen,Google Play,positive
Very slow and it seems that every update something else is not working. The latest update doesn't allow me to use biometrics anymore and maximum daily transfer to Telebirr is 5k?!,1,2025-02-04,Dashen,Google Play,negative
Good app Amole Wonderful,5,2025-02-01,Dashen,Google Play,positive
This app needs many modifications. It takes long time to log in to the account. It is not as fast as CBE. please Update it🙏🙏🙏,1,2025-02-01,Dashen,Google Play,positive
"The app is cool, but unlike other banks they don't provide a receipt for mobile banking transactions, which makes it useless for payments that require receipt",2,2025-01-31,Dashen,Google Play,negative
I am glad to customer with you .I have plan to use dube ale and amole.,5,2025-01-27,Dashen,Google Play,positive
WOW that's awesome,5,2025-01-27,Dashen,Google Play,positive
I cant choose select an account,1,2025-01-26,Dashen,Google Play,neutral
Good👍,5,2025-01-22,Dashen,Google Play,neutral
Good,5,2025-01-16,Dashen,Google Play,positive
wow,5,2025-01-15,Dashen,Google Play,positive
we needs modification at all !,1,2025-01-14,Dashen,Google Play,neutral
